"","source","type","bp_length","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000267838.2","HAVANA","gene",880,NA,"ENSG00000267838.2","lincRNA","AC008746.12","2","OTTHUMG00000150514.2",NA,-0.86845060848009,-1.7743393217935,-1.5255070073518,0.176878402674218,0.256436447987059,-5.31030519091436
"ENSG00000171094.16","HAVANA","gene",6990,NA,"ENSG00000171094.16","protein_coding","ALK","1","OTTHUMG00000152034.2","ncRNA_host",-0.86845060848009,-1.7743393217935,-1.5255070073518,0.176878402674218,0.256436447987059,-5.31030519091436
"ENSG00000236869.1","HAVANA","gene",456,NA,"ENSG00000236869.1","antisense","RP11-944L7.4","2","OTTHUMG00000156455.2","overlapping_locus",-0.86845060848009,-1.7743393217935,-1.5255070073518,0.176878402674218,0.256436447987059,-5.31030519091436
"ENSG00000155962.12","HAVANA","gene",2840,NA,"ENSG00000155962.12","protein_coding","CLIC2","1","OTTHUMG00000022660.4","overlapping_locus",-0.86845060848009,-1.7743393217935,-1.5255070073518,0.176878402674218,0.256436447987059,-5.31030519091436
"ENSG00000244932.2","HAVANA","gene",517,NA,"ENSG00000244932.2","unprocessed_pseudogene","RP11-529F4.1","2","OTTHUMG00000159466.1",NA,0.710097594217186,-1.4058565247104,1.52441045354752,0.177145334295382,0.256686244132379,-5.42501984058496
"ENSG00000164074.14","HAVANA","gene",6491,NA,"ENSG00000164074.14","protein_coding","ABHD18","2","OTTHUMG00000133304.5",NA,0.189224001195563,3.68882228225903,1.52432322743862,0.177166583717722,0.256686244132379,-6.62523813190843
"ENSG00000261123.1","HAVANA","gene",596,NA,"ENSG00000261123.1","sense_intronic","RP11-304L19.3","2","OTTHUMG00000177007.1","overlapping_locus",-0.597840986414465,-0.518624082341296,-1.5242975318171,0.177172843962095,0.256686244132379,-5.61782119774133
"ENSG00000256742.1","HAVANA","gene",544,NA,"ENSG00000256742.1","lincRNA","RP13-941N14.1","2","OTTHUMG00000169072.1",NA,0.609971108422496,-0.969409750033968,1.52410626870251,0.17721944804481,0.256686244132379,-5.52787579934705
"ENSG00000265399.1","HAVANA","gene",1771,NA,"ENSG00000265399.1","antisense","RP13-270P17.2","2","OTTHUMG00000178339.1",NA,0.609971108422496,-0.969409750033968,1.52410626870251,0.17721944804481,0.256686244132379,-5.52787579934705
"ENSG00000064042.17","HAVANA","gene",10862,NA,"ENSG00000064042.17","protein_coding","LIMCH1","1","OTTHUMG00000160575.7","overlapping_locus",1.0577897725262,0.0122498107824782,1.52386199078746,0.177278986635854,0.256686244132379,-5.73684517942007
"ENSG00000172824.14","HAVANA","gene",4340,NA,"ENSG00000172824.14","protein_coding","CES4A","2","OTTHUMG00000167866.4",NA,0.583679271471214,0.49843380606693,1.52372996356222,0.17731117381411,0.256686244132379,-5.85087774556538
"ENSG00000260326.1","HAVANA","gene",823,NA,"ENSG00000260326.1","processed_pseudogene","PHBP21","1","OTTHUMG00000173183.1","pseudo_consens",1.2895366962623,-2.26122246681996,1.52368927786243,0.177321093762605,0.256686244132379,-5.19424164713651
"ENSG00000231707.4","HAVANA","gene",591,NA,"ENSG00000231707.4","processed_pseudogene","PABPC1P1","2","OTTHUMG00000160579.2",NA,1.2895366962623,-2.26122246681996,1.52368927786243,0.177321093762605,0.256686244132379,-5.19424164713651
"ENSG00000155256.17","HAVANA","gene",3899,NA,"ENSG00000155256.17","protein_coding","ZFYVE27","2","OTTHUMG00000018867.6",NA,0.176074637999388,4.00700391813498,1.52238268461143,0.177639942109671,0.256686244132379,-6.70286503909739
"ENSG00000259024.6","HAVANA","gene",3097,NA,"ENSG00000259024.6","protein_coding","TVP23C-CDRT4","2","OTTHUMG00000165004.4","overlapping_locus",-0.191174694591144,3.43205352924074,-1.52185232683642,0.177769518336817,0.256686244132379,-6.56160538129099
"ENSG00000230212.6","HAVANA","gene",1293,NA,"ENSG00000230212.6","sense_intronic","AP000688.14","1","OTTHUMG00000086616.3","overlapping_locus",0.297588794200011,3.70933490055608,1.52131235362044,0.177901534545735,0.256686244132379,-6.63417102809494
"ENSG00000275185.1","HAVANA","gene",542,NA,"ENSG00000275185.1","antisense","RP13-753N3.3","2","OTTHUMG00000186639.1",NA,-0.339980242080051,1.17343104572124,-1.52119175957859,0.177931030684934,0.256686244132379,-6.00393240636295
"ENSG00000214719.11","HAVANA","gene",6036,NA,"ENSG00000214719.11","processed_transcript","AC005562.1","2","OTTHUMG00000132793.2","overlapping_locus",0.194653180320109,3.98928165955782,1.52110126268663,0.177953168353175,0.256686244132379,-6.70045318960225
"ENSG00000179412.10","HAVANA","gene",882,NA,"ENSG00000179412.10","protein_coding","HNRNPCL4","2","OTTHUMG00000189238.2",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000269967.1","HAVANA","gene",587,NA,"ENSG00000269967.1","lincRNA","RP11-84A19.4","2","OTTHUMG00000184139.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000225779.1","HAVANA","gene",370,NA,"ENSG00000225779.1","processed_pseudogene","RP4-603I14.3","2","OTTHUMG00000007809.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000228369.2","HAVANA","gene",391,NA,"ENSG00000228369.2","antisense","TXNDC12-AS1","2","OTTHUMG00000008632.2",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000213735.2","HAVANA","gene",556,NA,"ENSG00000213735.2","processed_pseudogene","ANAPC10P1","1","OTTHUMG00000008062.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000225475.1","HAVANA","gene",141,NA,"ENSG00000225475.1","processed_pseudogene","RP11-377K22.2","2","OTTHUMG00000008159.2","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000226952.1","HAVANA","gene",252,NA,"ENSG00000226952.1","processed_pseudogene","RP4-714D9.4","1","OTTHUMG00000010840.1","pseudo_consens",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000064886.13","HAVANA","gene",3295,NA,"ENSG00000064886.13","protein_coding","CHI3L2","1","OTTHUMG00000012174.8",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000228917.1","HAVANA","gene",1109,NA,"ENSG00000228917.1","antisense","RP11-544M22.8","2","OTTHUMG00000031478.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000232237.3","HAVANA","gene",2026,NA,"ENSG00000232237.3","protein_coding","ASCL5","2","OTTHUMG00000057661.3",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000227621.1","HAVANA","gene",809,NA,"ENSG00000227621.1","processed_pseudogene","PHBP11","1","OTTHUMG00000037468.1","pseudo_consens",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000270598.1","HAVANA","gene",169,NA,"ENSG00000270598.1","processed_pseudogene","RP11-396C23.3","1","OTTHUMG00000184475.1","pseudo_consens",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000185933.6","HAVANA","gene",3053,NA,"ENSG00000185933.6","protein_coding","CALHM1","2","OTTHUMG00000018991.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000232334.1","HAVANA","gene",525,NA,"ENSG00000232334.1","processed_pseudogene","RP11-47G11.2","2","OTTHUMG00000019209.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000053918.15","HAVANA","gene",3971,NA,"ENSG00000053918.15","protein_coding","KCNQ1","2","OTTHUMG00000009900.6","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000267940.1","HAVANA","gene",1353,NA,"ENSG00000267940.1","lincRNA","RP11-290F24.6","2","OTTHUMG00000183056.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000168070.11","HAVANA","gene",2301,NA,"ENSG00000168070.11","protein_coding","MAJIN","1","OTTHUMG00000165632.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000256843.1","HAVANA","gene",141,NA,"ENSG00000256843.1","processed_pseudogene","RP11-467L13.4","2","OTTHUMG00000169237.2",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000245017.2","HAVANA","gene",1918,NA,"ENSG00000245017.2","lincRNA","RP11-181C3.1","2","OTTHUMG00000170208.2",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000283768.1","ENSEMBL","gene",91,NA,"ENSG00000283768.1","miRNA","MIR1178","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000236953.1","HAVANA","gene",440,NA,"ENSG00000236953.1","sense_intronic","ZDHHC20-IT1","1","OTTHUMG00000046192.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000276704.1","HAVANA","gene",363,NA,"ENSG00000276704.1","sense_intronic","RP11-128N14.4","2","OTTHUMG00000189063.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000218502.3","HAVANA","gene",387,NA,"ENSG00000218502.3","processed_pseudogene","H2AFZP3","1","OTTHUMG00000017262.1","pseudo_consens",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000258458.5","HAVANA","gene",1378,NA,"ENSG00000258458.5","processed_transcript","CTD-2555K7.2","2","OTTHUMG00000170992.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000258535.1","HAVANA","gene",5982,NA,"ENSG00000258535.1","sense_overlapping","RP11-280K24.4","2","OTTHUMG00000171080.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000168229.3","HAVANA","gene",3033,NA,"ENSG00000168229.3","protein_coding","PTGDR","1","OTTHUMG00000140299.2",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000175985.9","HAVANA","gene",8097,NA,"ENSG00000175985.9","protein_coding","PLEKHD1","2","OTTHUMG00000171233.3",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000259138.1","HAVANA","gene",367,NA,"ENSG00000259138.1","antisense","RP11-950C14.7","2","OTTHUMG00000171770.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000201839.1","ENSEMBL","gene",75,NA,"ENSG00000201839.1","snoRNA","SNORD114-3","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000199390.1","ENSEMBL","gene",77,NA,"ENSG00000199390.1","snoRNA","SNORD114-7","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000280244.1","HAVANA","gene",461,NA,"ENSG00000280244.1","TEC","RP11-44N21.3","2","OTTHUMG00000170463.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000276772.1","HAVANA","gene",1726,NA,"ENSG00000276772.1","lincRNA","CTD-2515H24.2","2","OTTHUMG00000173069.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000274215.1","HAVANA","gene",607,NA,"ENSG00000274215.1","lincRNA","CTD-2313J17.6","2","OTTHUMG00000187014.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000275449.1","ENSEMBL","gene",68,NA,"ENSG00000275449.1","miRNA","MIR6859-3","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000116176.6","HAVANA","gene",1255,NA,"ENSG00000116176.6","protein_coding","TPSG1","2","OTTHUMG00000090466.2",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000260494.1","HAVANA","gene",723,NA,"ENSG00000260494.1","unprocessed_pseudogene","AC002310.10","1","OTTHUMG00000176948.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000279122.1","HAVANA","gene",1255,NA,"ENSG00000279122.1","TEC","RP11-394B2.3","2","OTTHUMG00000177028.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000244485.1","HAVANA","gene",569,NA,"ENSG00000244485.1","processed_pseudogene","RPL18P13","1","OTTHUMG00000158262.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000221819.5","HAVANA","gene",460,NA,"ENSG00000221819.5","antisense","GAS8-AS1","2","OTTHUMG00000172804.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000241631.3","ENSEMBL","gene",272,NA,"ENSG00000241631.3","misc_RNA","RN7SL316P","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000279674.1","HAVANA","gene",5984,NA,"ENSG00000279674.1","TEC","RP11-1086I4.2","2","OTTHUMG00000179671.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000181291.6","HAVANA","gene",4853,NA,"ENSG00000181291.6","protein_coding","TMEM132E","2","OTTHUMG00000132927.3","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000278023.5","HAVANA","gene",1975,NA,"ENSG00000278023.5","protein_coding","RDM1","2","OTTHUMG00000188399.2",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000277057.1","ENSEMBL","gene",64,NA,"ENSG00000277057.1","miRNA","MIR6779","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000266918.1","HAVANA","gene",2262,NA,"ENSG00000266918.1","TEC","RP11-798G7.8","2","OTTHUMG00000181889.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000266934.1","HAVANA","gene",1329,NA,"ENSG00000266934.1","sense_intronic","RP11-332H18.3","2","OTTHUMG00000180066.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000108622.10","HAVANA","gene",3243,NA,"ENSG00000108622.10","protein_coding","ICAM2","2","OTTHUMG00000178865.3",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000278581.1","ENSEMBL","gene",66,NA,"ENSG00000278581.1","miRNA","MIR6080","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000266522.1","HAVANA","gene",1175,NA,"ENSG00000266522.1","unprocessed_pseudogene","RP11-805F19.4","2","OTTHUMG00000178815.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000206602.1","ENSEMBL","gene",65,NA,"ENSG00000206602.1","snoRNA","SNORD58A","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000174448.8","HAVANA","gene",1862,NA,"ENSG00000174448.8","protein_coding","STARD6","1","OTTHUMG00000132702.5",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000276934.1","HAVANA","gene",483,NA,"ENSG00000276934.1","sense_intronic","RP11-231E4.5","2","OTTHUMG00000186672.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000273791.1","HAVANA","gene",555,NA,"ENSG00000273791.1","unprocessed_pseudogene","CTC-559E9.13","1","OTTHUMG00000187980.1","pseudo_consens",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000241282.1","HAVANA","gene",334,NA,"ENSG00000241282.1","processed_pseudogene","RPL34P33","1","OTTHUMG00000158099.1","pseudo_consens",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000276926.1","ENSEMBL","gene",72,NA,"ENSG00000276926.1","miRNA","MIR6797","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000177202.2","HAVANA","gene",972,NA,"ENSG00000177202.2","protein_coding","SPACA4","2","OTTHUMG00000183316.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000268520.1","HAVANA","gene",473,NA,"ENSG00000268520.1","sense_intronic","CTD-2616J11.10","2","OTTHUMG00000182904.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000268036.1","HAVANA","gene",142,NA,"ENSG00000268036.1","transcribed_processed_pseudogene","AC007228.8","2","OTTHUMG00000182184.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000179915.22","HAVANA","gene",24320,NA,"ENSG00000179915.22","protein_coding","NRXN1","1","OTTHUMG00000129263.22","ncRNA_host",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000228251.1","HAVANA","gene",529,NA,"ENSG00000228251.1","lincRNA","AC012442.6","1","OTTHUMG00000153300.1","overlapping_locus",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000227817.4","HAVANA","gene",1976,NA,"ENSG00000227817.4","unprocessed_pseudogene","ARHGAP42P1","1","OTTHUMG00000153560.2","pseudo_consens",1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000277590.1","ENSEMBL","gene",99,NA,"ENSG00000277590.1","miRNA","MIR7845","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000284173.1","ENSEMBL","gene",64,NA,"ENSG00000284173.1","miRNA","MIR6513","3",NA,NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
"ENSG00000229525.1","HAVANA","gene",1598,NA,"ENSG00000229525.1","antisense","AC053503.4","1","OTTHUMG00000058921.1",NA,1.0482799941293,-2.75106197069563,1.52080311169122,0.17802612130894,0.256686244132379,-5.10493661730904
